Lat ,Long
59.8419845,30.214542
59.843012,30.214236
59.8437515,30.213999
59.843933,30.2128065
59.843783,30.210831
59.8437935,30.2107335
59.843999,30.210324
59.84456,30.210063
59.8467275,30.209025
59.84753,30.2086755
59.8481195,30.2084595
59.8495205,30.207711
59.8504085,30.207414
59.8523615,30.2080845
59.8531895,30.2086335
59.8538105,30.2090085
59.8538105,30.2090085
59.8538345,30.209001
59.8561985,30.2104035
59.856203,30.2104095
59.860304,30.2127135
59.860304,30.2127135
59.8605455,30.212811
59.8609865,30.2135235
59.86097,30.2134695
59.86097,30.2134695
59.861051,30.213087
59.861051,30.213087
59.8611305,30.2130555
59.861162,30.213084
59.8613,30.213141
59.861321,30.21312
59.8613465,30.2130495
59.861345,30.213003
59.861321,30.2129085
59.8608935,30.2127615
59.8600805,30.212274
59.8592975,30.2117745
59.8587215,30.211533
59.858126,30.2112285
59.8570475,30.2106165
59.853977,30.2086575
59.853977,30.2086575
59.853455,30.2083065
59.853395,30.208269
59.8519925,30.207618
59.850158,30.2073735
59.849294,30.207744
59.8486355,30.2079345
59.8482065,30.208101
59.8479545,30.2081895
59.8476875,30.2084145
59.8475735,30.208494
59.847086,30.208725
59.846504,30.209007
59.8458485,30.209322
59.844998,30.209697
59.844584,30.2098575
59.844455,30.2098905
59.843777,30.2105055
59.843741,30.2106645
59.8437305,30.210753
59.8437935,30.211974
59.8438295,30.2123385
59.843204,30.2141025
59.8418045,30.214512
59.841011,30.2149605
59.840873,30.2150475
59.8402715,30.2153505
59.8399505,30.215484
59.839043,30.216
59.838623,30.2162505
59.838623,30.2162505
59.83859,30.2166615
59.8386005,30.216741
59.838602,30.2167425
59.838653,30.2169945
59.838725,30.2173305
59.8389425,30.218292
59.839058,30.2187465
59.8395005,30.220101
59.839562,30.2202735
59.8408055,30.223284
59.841752,30.226632
59.84381,30.2336325
59.8447055,30.2369355
59.8447895,30.237249
59.8448075,30.237324
59.8448075,30.237324
59.8458845,30.2409375
59.8463765,30.2425395
59.8467005,30.2439045
59.846828,30.244419
59.8468655,30.2445165
59.84735,30.245868
59.847479,30.2463345
59.8475495,30.246591
59.8477715,30.24732
59.8478765,30.2476665
59.847887,30.2477025
59.8480775,30.2484585
59.8484915,30.2498925
59.8490195,30.2517645
59.849036,30.251805
59.84918,30.2520915
59.84918,30.2520915
59.84921,30.2521635
59.849966,30.2549055
59.850053,30.255123
59.850659,30.257181
59.8506185,30.2575785
59.850515,30.257688
59.850314,30.2579295
59.848394,30.2601375
59.847515,30.2613135
59.846723,30.262275
59.846717,30.2622795
59.846678,30.2623395
59.8465235,30.2625645
59.846153,30.2629875
59.8457525,30.2634375
59.8452665,30.2640105
59.845151,30.2641095
59.845151,30.2641095
59.845139,30.2641365
59.843225,30.2607375
59.8429895,30.25986
59.842814,30.259422
59.8427195,30.2593515
59.8424225,30.259467
59.842163,30.259719
59.841503,30.26037
59.840837,30.261006
59.840309,30.2615145
59.8395605,30.262002
59.8388015,30.262485
59.838737,30.2625885
59.8373285,30.263454
59.8353455,30.2645205
59.835374,30.2648295
59.835413,30.264969
59.8353905,30.2653725
59.8345535,30.2661255
59.8344575,30.266304
59.834429,30.266385
59.834177,30.266634
59.834165,30.2666355
59.8340585,30.266655
59.834012,30.2665815
59.833205,30.263577
59.8324985,30.260433
59.8320995,30.2586735
59.8316975,30.2568285
59.830814,30.256341
59.8299905,30.2570535
59.829836,30.257193
59.8289135,30.258174
59.826152,30.2522865
59.8254335,30.2517825
59.8254335,30.2517825
59.825273,30.2516865
59.825174,30.251643
59.824874,30.251463
59.8238675,30.250893
59.823788,30.2508585
59.8218215,30.2497455
59.821769,30.249714
59.8216265,30.2496615
59.8215545,30.24963
59.8196885,30.2484855
59.8193585,30.24828
59.819162,30.2481255
59.8169315,30.2475855
59.816486,30.24777
59.8159865,30.248052
59.8159865,30.248052
59.8159715,30.248058
59.815907,30.2481105
59.815145,30.2476755
59.814875,30.247014
59.8148405,30.2469645
59.8147835,30.2468985
59.8136555,30.2465835
59.8131395,30.246519
59.812697,30.2464335
59.811881,30.2461185
59.8116725,30.2456025
59.811308,30.2454465
59.8112375,30.2454915
59.811113,30.2456775
59.810417,30.246813
59.8104605,30.2469765
59.81048,30.2470125
59.810522,30.247074
59.8107095,30.2471055
59.8110245,30.2469255
59.811131,30.246909
59.8118255,30.2476785
59.8119455,30.2477835
59.8124105,30.2485605
59.81318,30.249693
59.8134875,30.249936
59.813597,30.2499615
59.8140125,30.249948
59.8148165,30.249357
59.8149875,30.249255
59.8162865,30.2480895
59.8164935,30.2479665
59.8166495,30.2478525
59.8166945,30.247806
59.8167815,30.2477475
59.8169105,30.2476845
59.8177265,30.247422
59.8180265,30.24759
59.8191395,30.248202
59.819192,30.2482305
59.8193645,30.2483325
59.82026,30.248844
59.8213805,30.2494365
59.8227095,30.2502075
59.8232285,30.2505495
59.8233545,30.2506185
59.824769,30.251496
59.824787,30.251505
59.824787,30.251505
59.8258475,30.252192
59.828741,30.257847
59.830097,30.2571435
59.830706,30.25662
59.830952,30.256329
59.831195,30.25608
59.8312385,30.256044
59.8314425,30.256092
59.8314965,30.256212
59.8315175,30.256287
59.8317335,30.2572155
59.8319,30.257979
59.8330145,30.2628675
59.83316,30.263397
59.8333355,30.263964
59.8335485,30.2648745
59.8335485,30.264894
59.833631,30.265401
59.8337075,30.2657145
59.833895,30.2666565
59.833946,30.266796
59.83397,30.2668275
59.834021,30.2668455
59.834399,30.2664105
59.8347605,30.2660805
59.8351445,30.2657205
59.8355585,30.265368
59.8357895,30.2657415
59.835863,30.265824
59.8359065,30.265836
59.835989,30.2657925
59.8365095,30.26523
59.8367195,30.265008
59.836937,30.2647785
59.837744,30.2640015
59.8379825,30.263979
59.8393175,30.2624055
59.839613,30.2622465
59.839886,30.262089
59.8404515,30.261654
59.840675,30.261435
59.8418495,30.2603115
59.8421195,30.2600595
59.842622,30.2595825
59.842751,30.2596035
59.8427855,30.259668
59.8436225,30.2622465
59.843678,30.262428
59.8442,30.2642865
59.844548,30.2648685
59.8446395,30.2647845
59.845475,30.2638425
59.8460045,30.263121
59.846204,30.2628795
59.847431,30.261516
59.847731,30.261183
59.847833,30.26106
59.8479185,30.2609625
59.848388,30.2602905
59.84906,30.2594685
59.8505645,30.257658
59.850566,30.2576535
59.850722,30.2574945
59.8507565,30.257478
59.850788,30.257394
59.8507655,30.2572725
59.8507535,30.2572365
59.8504085,30.255846
59.850311,30.2555145
59.8494095,30.252414
59.8494095,30.252414
59.8492865,30.251994
59.849114,30.2513595
59.8486115,30.2497125
59.8481075,30.2480625
59.848079,30.2479545
59.847866,30.2471805
59.847278,30.2451495
59.847227,30.244851
59.847155,30.2445885
59.8467185,30.2431725
59.8463555,30.2419935
59.8462565,30.2415705
59.846156,30.2412555
59.845751,30.2398665
59.845535,30.2391765
59.845499,30.239055
59.8454225,30.2388015
59.845313,30.2384085
59.8449125,30.2369475
59.8448165,30.236637
59.844449,30.235419
59.8443725,30.2351565
59.843732,30.2328975
59.843663,30.232602
59.8435055,30.232074
59.8434485,30.231897
59.843294,30.231483
59.8431605,30.231054
59.8427645,30.2297595
59.842583,30.229107
59.8424405,30.2285895
59.842238,30.227904
59.842034,30.227199
59.8417925,30.2263455
59.841446,30.225072
59.8409435,30.223692
59.8407815,30.2234625
59.8406195,30.223206
59.840483,30.2229045
59.8401485,30.2218905
59.8388645,30.217515
59.838701,30.2166585
59.8386875,30.2163795
59.838944,30.216081
59.838986,30.216054
59.8397555,30.2155875
59.840744,30.2151075
59.8407725,30.215067
59.8433135,30.214128
59.843759,30.213993
59.8439315,30.2138895
59.84402,30.21306
59.8438145,30.210663
59.8452095,30.2097135
59.8482845,30.2083185
59.848562,30.2082405
59.8487675,30.2081925
59.849246,30.207945
59.8524425,30.2081385
59.852585,30.208224
59.8536275,30.208878
59.853716,30.2089335
59.853881,30.2089935
59.854358,30.20916
59.855348,30.209754
59.8558055,30.2100075
59.85611,30.2102535
59.8567805,30.2105445
59.857133,30.2107245
59.8593215,30.21204
59.859713,30.2122785
59.8603175,30.212694
59.8604645,30.2126985
59.861018,30.21339
59.861036,30.2134275
59.860988,30.213375
59.8609895,30.2133765
59.8610105,30.213357
59.861048,30.213195
59.8610495,30.213156
59.86109,30.213045
59.8611425,30.213066
59.861255,30.2131515
59.8613105,30.213147
59.861351,30.2129865
59.861348,30.212964
59.8612625,30.212892
59.8608995,30.2127375
59.86067,30.212604
59.860397,30.212439
59.860397,30.212439
59.8599785,30.2121735
59.8597205,30.211983
59.859614,30.211923
59.859014,30.2116425
59.8576775,30.2109765
59.8575785,30.210918
59.8571885,30.2107005
59.8567655,30.2104065
59.8561715,30.210096
59.856107,30.210042
59.855822,30.2098155
59.855765,30.2097465
59.854934,30.2093685
59.85419,30.2087895
59.8539155,30.208617
59.853599,30.2084025
59.853458,30.208314
59.852261,30.207609
59.852105,30.2075535
59.851319,30.2072595
59.8505705,30.2072355
59.849687,30.207549
59.849264,30.207726
59.848883,30.20787
59.848775,30.2078895
59.848058,30.208203
59.846783,30.2088495
59.8466855,30.208896
59.845145,30.2096295
59.8450985,30.2096475
59.8447595,30.209766
59.844137,30.2100555
59.8439975,30.2101755
59.843927,30.2102745
59.8438385,30.2120745
59.8438535,30.2121885
59.843858,30.2122245
59.843996,30.2135475
59.844011,30.21366
59.8439105,30.213933
59.8435175,30.214056
59.8426865,30.2142585
59.841053,30.214965
59.8410365,30.2149845
59.8409825,30.2150535
59.840642,30.215202
59.8401965,30.2153895
59.838959,30.216051
59.838644,30.2167665
59.8387235,30.2170965
59.8396325,30.2203455
59.839898,30.221088
59.840177,30.221868
59.8406975,30.2233905
59.8407905,30.2236335
59.8408865,30.223929
59.8413815,30.225435
59.8415195,30.225828
59.842598,30.229368
59.84372,30.233292
59.843867,30.2338065
59.8449155,30.2374455
59.8452905,30.2387175
59.8457,30.240165
59.845928,30.240945
59.846102,30.2415765
59.8465085,30.243069
59.8467995,30.244125
59.846975,30.2445975
59.84738,30.2459835
59.847401,30.246078
59.8474175,30.2461455
59.847464,30.2463045
59.847497,30.246423
59.847581,30.246759
59.847869,30.2476605
59.849474,30.2530905
59.8506095,30.256827
59.850662,30.257031
59.8507295,30.2574015
59.850554,30.2577795
59.8487375,30.259899
59.847359,30.2614905
59.8467845,30.2621205
59.846417,30.2625945
59.8463135,30.2627145
59.846201,30.262845
59.846075,30.2629875
59.846009,30.263064
59.845655,30.2634645
59.84528,30.263862
59.8450535,30.2641185
59.8441115,30.2636235
59.8434935,30.261483
59.8432655,30.260745
59.843087,30.2600955
59.8426025,30.259329
59.842547,30.2593635
59.840489,30.261339
59.838869,30.262368
59.8369235,30.2636865
59.8358225,30.264267
59.8355555,30.264411
59.8354145,30.2645415
59.8353875,30.264687
59.835452,30.265005
59.8354865,30.2651025
59.8351655,30.2655795
59.8342865,30.266313
59.8341365,30.266424
59.83406,30.2665485
59.833862,30.266205
59.8337015,30.2657385
59.8333865,30.264315
59.833223,30.2635005
59.833058,30.2627145
59.8328075,30.261858
59.8327835,30.2617995
59.832734,30.2617005
59.8325855,30.2611695
59.831402,30.255912
59.8313585,30.2559465
59.8311965,30.2561055
59.8310735,30.2561955
59.8310525,30.2562075
59.8310255,30.2562195
59.8310075,30.256239
59.830964,30.2562735
59.8288295,30.2580675
59.8286855,30.257814
59.828612,30.2577375
59.8283165,30.257094
59.8282655,30.2569845
59.8268345,30.2538225
59.826122,30.252138
59.82557,30.251835
59.8254965,30.251787
59.8248875,30.25146
59.824679,30.2513415
59.8244375,30.25119
59.823641,30.250755
59.822096,30.249879
59.821628,30.2495895
59.820887,30.2491635
59.820509,30.248943
59.8199975,30.2486505
59.819075,30.248163
59.8190465,30.248172
59.817842,30.2473755
59.8173005,30.247503
59.8162925,30.247893
59.816267,30.2479065
59.816267,30.2479065
59.8157015,30.2482635
59.815682,30.2482785
59.815625,30.248331
59.815283,30.247971
59.8151615,30.24768
59.814716,30.246876
59.814716,30.246876
59.8142135,30.2467035
59.813432,30.246591
59.8123055,30.2462865
59.811839,30.2461365
59.811653,30.245973
59.811563,30.245568
59.8112195,30.2454945
59.811107,30.2456475
59.8108085,30.2460795
59.81075,30.2461545
59.8105985,30.2470485
59.8106105,30.24705
59.8106495,30.2470485
59.810666,30.247041
59.8110635,30.2467575
59.8123295,30.2484975
59.814641,30.2494065
59.814776,30.2492985
59.814776,30.2492985
59.814803,30.2492745
59.8149065,30.249177
59.815265,30.2488875
59.8152875,30.248859
59.81534,30.2487885
59.8154195,30.2487435
59.815979,30.248238
59.816183,30.2481225
59.8161935,30.248115
59.81639,30.2479995
59.816582,30.247941
59.8166435,30.247935
59.8167365,30.247911
59.8168835,30.2478495
59.817011,30.247794
59.8170305,30.2477895
59.817314,30.2476485
59.81777,30.2474895
59.8180085,30.2476305
59.8188065,30.2480295
59.8189625,30.2481465
59.8189775,30.248142
59.819648,30.248541
59.819888,30.248679
59.8202675,30.248904
59.820542,30.249087
59.820983,30.249384
59.821907,30.249822
59.822042,30.249903
59.8223375,30.2500725
59.822567,30.250221
59.8246535,30.2515155
59.8246745,30.251526
59.825009,30.2517105
59.825615,30.2521275
59.8257755,30.252228
59.825825,30.2522565
59.825825,30.2522565
59.826068,30.2523105
59.8277555,30.2559
59.8284215,30.257349
59.828894,30.25818
59.8289675,30.258141
59.829371,30.25776
59.829386,30.257721
59.830808,30.25629
59.830877,30.2562735
59.8311335,30.2559645
59.831231,30.255945
59.8313225,30.2560035
59.831363,30.256041
59.8316825,30.2571585
59.8317545,30.2575395
59.832035,30.258732
59.832044,30.258765
59.8323515,30.2600445
59.832365,30.2601465
59.8323995,30.260301
59.8324295,30.2604255
59.8324295,30.2604585
59.832434,30.2604855
59.8324325,30.260532
59.8325225,30.2609145
59.8325225,30.2609145
59.8325225,30.2609145
59.8325975,30.261192
59.833079,30.263349
59.833097,30.2634465
59.833109,30.2635065
59.8331525,30.2636895
59.8331585,30.2637165
59.8332425,30.2641185
59.8332425,30.2641185
59.833241,30.264114
59.833241,30.264114
59.833433,30.2648715
59.833646,30.265737
59.833748,30.26625
59.833793,30.2664705
59.833793,30.2664705
59.8337945,30.2664735
59.8339235,30.266802
59.8341845,30.266661
59.834321,30.266418
59.83466,30.265959
59.835095,30.2656155
59.83523,30.2655795
59.8355105,30.265344
59.835584,30.265371
59.8357745,30.265752
59.835845,30.265815
59.835998,30.26574
59.8361405,30.2655945
59.836805,30.2649285
59.837441,30.26427
59.83799,30.2640135
59.8380635,30.263955
59.8381175,30.263817
59.838689,30.2630625
59.839103,30.2625765
59.83979,30.262212
59.840279,30.26184
59.8408865,30.261267
59.84189,30.26031
59.8429835,30.2601915
59.843096,30.260589
59.843138,30.260736
59.844107,30.2640675
59.844335,30.264795
59.844506,30.2648955
59.844554,30.264876
59.8455695,30.2638065
59.847245,30.2617605
59.84762,30.2613
59.8480025,30.260853
59.8480025,30.260853
59.8480175,30.260817
59.8481,30.2606865
59.850383,30.257769
59.8504565,30.2576925
59.850716,30.2575005
59.850716,30.2575005
59.8507535,30.257472
59.8505675,30.256698
59.85017,30.255174
59.8498985,30.2542425
59.849813,30.2539455
59.849411,30.2524815
59.849036,30.251298
59.8489985,30.2511615
59.8486715,30.250038
59.8485455,30.249609
59.8482215,30.2484675
59.8480625,30.247962
59.847839,30.2472165
59.847365,30.2455755
59.847125,30.2447535
59.846117,30.2411805
59.846087,30.24114
59.845958,30.2407755
59.845508,30.239202
59.8452125,30.238167
59.8451015,30.237765
59.8450295,30.2374995
59.8449365,30.237132
59.844911,30.237024
59.8448165,30.23667
59.8448165,30.23667
59.8441895,30.2346315
59.843936,30.2337045
59.843633,30.2326545
59.8433435,30.2317215
59.8416785,30.226029
59.841404,30.2249925
59.841347,30.2248185
59.8412405,30.224508
59.840915,30.223623
59.8407455,30.223233
59.839967,30.221037
59.839421,30.219525
59.8386965,30.216558
59.838698,30.216468
59.8388255,30.216198
59.8394765,30.2158485
59.8396085,30.2157735
59.839994,30.2155785
59.8407185,30.2151675
59.8407995,30.215142
59.840807,30.215148
59.840807,30.215148
59.841068,30.214926
59.841728,30.2146425
59.841815,30.214605
59.8430375,30.2142015
59.8436525,30.2140425
59.8440575,30.213813
59.8440815,30.2135655
59.843981,30.2127705
59.843807,30.210834
59.8438265,30.2107095
59.843849,30.210642
59.844053,30.2103585
59.844107,30.2103
59.8445585,30.2100555
59.844992,30.2098035
59.845199,30.209697
59.847506,30.2085705
59.848352,30.208215
59.8488395,30.2081235
59.849771,30.2076075
59.850641,30.2073705
59.8515815,30.2075385
59.8522055,30.2079345
59.8523765,30.208041
59.8536485,30.208878
59.8537565,30.2089455
59.853923,30.208944
59.8541165,30.209007
59.8543715,30.2091105
59.855297,30.209595
59.855678,30.2098665
59.8576175,30.210885
59.858018,30.2111205
59.8588805,30.2116065
59.8590305,30.211722
59.8595315,30.212127
59.8601,30.212544
59.860268,30.2126145
59.860457,30.212685
59.8607735,30.212868
59.861,30.213036
59.861,30.213036
59.861015,30.2131005
59.861015,30.2131305
59.8609325,30.213618
59.8609475,30.21366
59.8609865,30.213723
59.8609925,30.2137305
59.8609925,30.2137305
59.8609445,30.2136705
59.8609445,30.2136705
59.8609445,30.2136705
59.860943,30.213669
59.860943,30.213669
59.861078,30.213834
59.861081,30.2138235
59.861081,30.2138235
59.8610825,30.2138265
59.8610825,30.2138265
59.861207,30.2137875
59.8611995,30.2137785
59.8612085,30.213822
59.8612325,30.213795
59.861234,30.2137755
59.861234,30.2137755
59.8612355,30.213786
59.8612355,30.213786
59.8612925,30.2137725
59.861306,30.213699
59.8613045,30.213672
59.8613045,30.213453
59.861312,30.213198
59.861258,30.2130165
59.860214,30.2123055
59.859908,30.2121345
59.859314,30.2117655
59.858804,30.211527
59.8585895,30.211416
59.857922,30.211044
59.8562165,30.209985
59.855804,30.209733
59.855651,30.209583
59.855396,30.2094915
59.8544015,30.208887
59.854268,30.2087325
59.854061,30.208635
59.85404,30.2086395
59.8538975,30.2085795
59.8521455,30.207549
59.8521455,30.207549
59.8521455,30.207549
59.8521155,30.2075415
59.8498115,30.20745
59.8493435,30.207651
59.8481045,30.208128
59.848016,30.2081565
59.84801,30.2081595
59.8479215,30.208215
59.8477055,30.208437
59.8466465,30.2089065
59.8464935,30.2089575
59.8450445,30.2096445
59.8445225,30.209862
59.8439945,30.21009
59.8439375,30.210135
59.843891,30.2101725
59.843891,30.2101725
59.843795,30.2103615
59.843708,30.210909
59.843903,30.2138625
59.8432925,30.214077
59.8424405,30.2143155
59.8419785,30.214461
59.8406465,30.21516
59.8406465,30.21516
59.8406195,30.2151735
59.8405865,30.215193
59.8403975,30.215271
59.839412,30.2157675
59.838806,30.216051
59.838572,30.2167755
59.839985,30.221613
59.840024,30.2217315
59.8413155,30.225474
59.841563,30.226209
59.841776,30.2269215
59.8422515,30.22854
59.84246,30.2292375
59.8430765,30.231279
59.8432175,30.2317725
59.843222,30.231786
59.8436795,30.233499
59.8441145,30.2349975
59.8445285,30.236463
59.8445555,30.236616
59.8449965,30.238089
59.845079,30.238275
59.8451195,30.238392
59.845181,30.2385825
59.8452545,30.238836
59.845334,30.2390955
59.846864,30.2447175
59.8480055,30.2486115
59.848391,30.2499015
59.8484315,30.2500245
59.848613,30.250515
59.8487645,30.2510685
59.848991,30.251907
59.8493195,30.252978
59.8495505,30.2536965
59.849618,30.253917
59.850335,30.256419
59.8505705,30.2572545
59.850605,30.257403
59.850572,30.2576805
59.850266,30.2580225
59.850224,30.258129
59.8494395,30.2590875
59.8487045,30.259968
59.848409,30.2603055
59.8483475,30.2603805
59.8474265,30.261453
59.8471715,30.2617365
59.846624,30.2623035
59.8460255,30.263049
59.845853,30.263253
59.845475,30.263691
59.8450175,30.2641605
59.8443335,30.264564
59.84411,30.2637435
59.843543,30.2617695
59.8432445,30.260703
59.843057,30.2601015
59.8430195,30.2599935
59.8428065,30.2594385
59.842715,30.2593485
59.842688,30.259338
59.842598,30.259335
59.8413815,30.2604465
59.841269,30.260562
59.8388465,30.26244
59.8387775,30.2625015
59.8371455,30.2636055
59.8361525,30.264135
59.835422,30.264528
59.8353485,30.2646
59.835332,30.264672
59.83535,30.2648055
59.835404,30.26532
59.8353635,30.26535
59.8351625,30.265551
59.835137,30.2655765
59.8339265,30.2662395
59.833892,30.2660715
59.833892,30.2660715
59.83382,30.2658975
59.8337765,30.265761
59.8326785,30.261507
59.8326125,30.2613045
59.8325435,30.2610585
59.832419,30.2604375
59.8324175,30.2604165
59.8324175,30.2604165
59.832395,30.260295
59.8323635,30.260154
59.83217,30.2593185
59.8314275,30.2559405
59.8312985,30.2559045
59.831279,30.2559285
59.831162,30.2560185
59.8310255,30.256137
59.8309955,30.256158
59.8302875,30.2567895
59.8297985,30.2572605
59.8287665,30.257868
59.828726,30.25773
59.828666,30.257622
59.8286405,30.257562
59.8280435,30.256329
59.82614,30.252183
59.8254455,30.2517585
59.825423,30.251745
59.8253165,30.251697
59.8247855,30.251418
59.821484,30.249609
59.820449,30.2489835
59.8196915,30.248538
59.8196225,30.2485005
59.818637,30.2479035
59.8185155,30.2478285
59.8180325,30.24753
59.817338,30.24744
59.816252,30.2478435
59.816252,30.2478435
59.8156475,30.248301
59.8155905,30.248367
59.8155905,30.248367
59.815493,30.2484315
59.8154405,30.2484315
59.8148225,30.247035
59.8146935,30.246882
59.814671,30.2468655
59.814182,30.246663
59.8118465,30.246183
59.8115585,30.245601
59.811452,30.245421
59.8107275,30.2460885
59.8103495,30.2467545
59.8105025,30.247095
59.8106075,30.247068
59.810666,30.247065
59.8106915,30.2470455
59.8106915,30.2470455
59.810702,30.247023
59.810738,30.24696
59.811245,30.246963
59.811395,30.2471655
59.812145,30.248262
59.8122215,30.248331
59.813252,30.2498565
59.8134785,30.250023
59.8148555,30.249102
59.8166,30.247887
59.816708,30.247845
59.817182,30.2476605
59.8172645,30.24762
59.8172855,30.2476215
59.8176095,30.2475555
59.817734,30.2476005
59.8179875,30.2477115
59.8180955,30.2477655
59.818151,30.247788
59.818589,30.2480145
59.818913,30.248124
59.818913,30.248124
59.818937,30.248133
59.8191815,30.2482635
59.8192325,30.2482905
59.8204265,30.249054
59.820881,30.2494125
59.822927,30.2504955
59.823269,30.250695
59.823269,30.250695
59.8232885,30.250716
59.825741,30.252249
59.825777,30.2522415
59.825906,30.2522565
59.826968,30.254247
59.827262,30.2548995
59.827364,30.255135
59.828846,30.258204
59.8293365,30.257703
59.829581,30.2574195
59.8296245,30.257379
59.8310915,30.2560305
59.831129,30.2559975
59.831258,30.256026
59.831453,30.256518
59.83175,30.25779
59.832149,30.2593875
59.8325195,30.261054
59.8329845,30.263109
59.8330115,30.263208
59.8333385,30.2646345
59.8333475,30.264723
59.833646,30.265989
59.833928,30.2668065
