eventid,angle,carid,driverid,height,lat,lon,lurch,maxvectoracc,midvectoracc,origid,speed,tanage,xacc,yacc,zacc,eventdt,entrydt,iscan
10833139,246,10005,10005,9,5956.413,3021.6356,101,0.0799999982118607,0.0299999993294477,4689965,13.32,-7,0,0.0500000007450581,0.0599999986588955,2016-10-09 08:55:13+03,2016-10-24 14:58:06.838+03,True
10833140,222,10005,10005,9,5956.4117,3021.6327,103,0.0900000035762787,0.0199999995529652,4689966,14.06,-9,0.0199999995529652,0.0399999991059303,0.0700000002980232,2016-10-09 08:55:14+03,2016-10-24 14:58:06.838+03,True
10833141,200,10005,10005,9,5956.4094,3021.6308,104,0.140000000596046,0.0399999991059303,4689967,16.835,-10,0.0799999982118607,-0.0900000035762787,0.0500000007450581,2016-10-09 08:55:16+03,2016-10-24 14:58:06.838+03,True
10833142,192,10005,10005,10,5956.4065,3021.6293,106,0.119999997317791,0.0399999991059303,4689968,20.535,-9,0.0500000007450581,-0.100000001490116,0.0500000007450581,2016-10-09 08:55:16+03,2016-10-24 14:58:06.838+03,True
10833143,185,10005,10005,10,5956.399,3021.6271,106,0.119999997317791,0.0500000007450581,4689969,27.75,-7,0.00999999977648258,0.0299999993294477,0.109999999403954,2016-10-09 08:55:18+03,2016-10-24 14:58:06.838+03,True
10833144,182,10005,10005,9,5956.3827,3021.6241,106,0.140000000596046,0.0599999986588955,4689970,44.03,-4,-0.0799999982118607,0.109999999403954,0.00999999977648258,2016-10-09 08:55:21+03,2016-10-24 14:58:06.838+03,True
10833145,183,10005,10005,10,5956.368,3021.6229,103,0.100000001490116,0.0500000007450581,4689971,50.135,-2,0.0799999982118607,-0.0399999991059303,0.0500000007450581,2016-10-09 08:55:24+03,2016-10-24 14:58:06.838+03,True
10833146,175,10005,10005,10,5956.3546,3021.6231,98,0.129999995231628,0.0399999991059303,4689972,38.85,-1,0.00999999977648258,0.119999997317791,0.0199999995529652,2016-10-09 08:55:26+03,2016-10-24 14:58:06.838+03,True
10833147,166,10005,10005,11,5956.3412,3021.6271,87,0.0799999982118607,0.0199999995529652,4689973,20.35,0,0.0199999995529652,-0.0700000002980232,0.0299999993294477,2016-10-09 08:55:28+03,2016-10-24 14:58:06.838+03,True
10833148,156,10005,10005,12,5956.3394,3021.6286,88,0.0799999982118607,0.0299999993294477,4689974,12.95,0,-0.0500000007450581,0.0399999991059303,-0.0299999993294477,2016-10-09 08:55:29+03,2016-10-24 14:58:06.838+03,True
10833149,145,10005,10005,13,5956.3383,3021.6301,90,0.0500000007450581,0.0299999993294477,4689975,8.4915,-1,-0.0299999993294477,0.0299999993294477,0.0199999995529652,2016-10-09 08:55:31+03,2016-10-24 14:58:06.838+03,True
10833150,123,10005,10005,13,5956.3376,3021.632,92,0.0599999986588955,0.0299999993294477,4689976,6.845,-1,-0.0399999991059303,0,-0.0399999991059303,2016-10-09 08:55:31+03,2016-10-24 14:58:06.838+03,True
10833151,269,10005,10005,16,5956.336,3021.6368,97,0.119999997317791,0.0299999993294477,4689977,0.37,-1,-0.0599999986588955,0.100000001490116,-0.0299999993294477,2016-10-09 08:55:42+03,2016-10-24 14:58:06.838+03,True
10833152,211,10005,10005,16,5956.334,3021.6359,107,0.119999997317791,0.0299999993294477,4689978,11.1,-1,-0.0199999995529652,0.109999999403954,-0.0199999995529652,2016-10-09 08:55:45+03,2016-10-24 14:58:06.838+03,True
10833153,196,10005,10005,17,5956.3313,3021.6332,107,0.100000001490116,0.0399999991059303,4689979,16.28,-1,-0.0900000035762787,0.0299999993294477,0.0199999995529652,2016-10-09 08:55:46+03,2016-10-24 14:58:06.838+03,True
10833154,195,10005,10005,17,5956.3276,3021.6307,107,0.119999997317791,0.0500000007450581,4689980,20.72,-1,0,-0.100000001490116,-0.0700000002980232,2016-10-09 08:55:48+03,2016-10-24 14:58:06.838+03,True
10833155,195,10005,10005,18,5956.3234,3021.6285,105,0.140000000596046,0.0399999991059303,4689981,23.495,-1,0,-0.0900000035762787,-0.109999999403954,2016-10-09 08:55:48+03,2016-10-24 14:58:06.838+03,True
10833156,188,10005,10005,18,5956.3176,3021.6269,105,0.119999997317791,0.0500000007450581,4689982,33.3,-1,-0.00999999977648258,0.109999999403954,-0.0299999993294477,2016-10-09 08:55:50+03,2016-10-24 14:58:06.838+03,True
10833157,187,10005,10005,18,5956.311,3021.6254,104,0.119999997317791,0.0299999993294477,4689983,40.885,0,-0.0599999986588955,-0.0399999991059303,-0.100000001490116,2016-10-09 08:55:51+03,2016-10-24 14:58:06.838+03,True
10833158,183,10005,10005,18,5956.304,3021.6248,102,0.100000001490116,0.0399999991059303,4689984,42.365,0,-0.00999999977648258,0.0799999982118607,-0.0599999986588955,2016-10-09 08:55:51+03,2016-10-24 14:58:06.838+03,True
10833159,183,10005,10005,18,5956.298,3021.6244,99,0.129999995231628,0.0399999991059303,4689985,36.075,0,0.00999999977648258,-0.129999995231628,-0.00999999977648258,2016-10-09 08:55:53+03,2016-10-24 14:58:06.838+03,True
10833160,194,10005,10005,18,5956.2938,3021.6228,92,0.129999995231628,0.0399999991059303,4689986,25.16,0,0.0199999995529652,-0.129999995231628,-0.0199999995529652,2016-10-09 08:55:54+03,2016-10-24 14:58:06.838+03,True
10833161,201,10005,10005,18,5956.2906,3021.6208,91,0.100000001490116,0.0399999991059303,4689987,17.205,-2,-0.0399999991059303,-0.0900000035762787,-0.0399999991059303,2016-10-09 08:55:54+03,2016-10-24 14:58:06.838+03,True
10833162,206,10005,10005,18,5956.2879,3021.6187,91,0.100000001490116,0.0399999991059303,4689988,13.69,-2,-0.0399999991059303,0.0799999982118607,0.0299999993294477,2016-10-09 08:55:56+03,2016-10-24 14:58:06.838+03,True
10833163,165,10005,10005,17,5956.2868,3021.6183,97,0.109999999403954,0.0399999991059303,4689989,10.175,-7,0.0399999991059303,-0.100000001490116,0.00999999977648258,2016-10-09 08:55:57+03,2016-10-24 14:58:06.838+03,True
10833164,139,10005,10005,17,5956.2858,3021.621,97,0.100000001490116,0.0399999991059303,4689990,11.285,-7,0.0500000007450581,0.0700000002980232,0.0399999991059303,2016-10-09 08:55:57+03,2016-10-24 14:58:06.838+03,True
10833165,112,10005,10005,17,5956.2855,3021.6247,98,0.150000005960464,0.0399999991059303,4689991,12.395,-7,-0.0199999995529652,0.150000005960464,0.0399999991059303,2016-10-09 08:55:58+03,2016-10-24 14:58:06.838+03,True
10833166,93,10005,10005,17,5956.2852,3021.6286,91,0.109999999403954,0.0399999991059303,4689992,12.765,-6,0,-0.100000001490116,-0.0399999991059303,2016-10-09 08:55:59+03,2016-10-24 14:58:06.838+03,True
10833167,87,10005,10005,17,5956.2853,3021.6322,91,0.170000001788139,0.0399999991059303,4689993,13.135,-4,0.119999997317791,0.0299999993294477,-0.109999999403954,2016-10-09 08:56:00+03,2016-10-24 14:58:06.838+03,True
10833168,84,10005,10005,17,5956.2856,3021.6408,95,0.109999999403954,0.0399999991059303,4689994,13.505,-4,0.0500000007450581,0,0.0900000035762787,2016-10-09 08:56:02+03,2016-10-24 14:58:06.838+03,True
10833169,92,10005,10005,17,5956.2835,3021.6653,96,0.109999999403954,0.0399999991059303,4689995,14.8,-2,0.0299999993294477,-0.109999999403954,0,2016-10-09 08:56:07+03,2016-10-24 14:58:06.838+03,True
10833170,92,10005,10005,14,5956.281,3021.7221,97,0.100000001490116,0.0399999991059303,4689996,13.32,0,0.0199999995529652,-0.100000001490116,0,2016-10-09 08:56:20+03,2016-10-24 14:58:06.838+03,True
10833171,83,10005,10005,12,5956.2802,3021.7551,104,0.119999997317791,0.0299999993294477,4689997,24.05,0,-0.0599999986588955,-0.00999999977648258,-0.100000001490116,2016-10-09 08:56:28+03,2016-10-24 14:58:06.838+03,True
10833172,94,10005,10005,12,5956.2798,3021.7696,103,0.119999997317791,0.0500000007450581,4689998,22.57,0,0.00999999977648258,-0.119999997317791,-0.0199999995529652,2016-10-09 08:56:30+03,2016-10-24 14:58:06.838+03,True
10833173,99,10005,10005,11,5956.2794,3021.7742,96,0.219999998807907,0.0900000035762787,4689999,15.54,0,-0.00999999977648258,0.219999998807907,0.0399999991059303,2016-10-09 08:56:30+03,2016-10-24 14:58:06.838+03,True
10833174,93,10005,10005,11,5956.2788,3021.7809,95,0.129999995231628,0.0700000002980232,4690000,12.025,0,-0.0599999986588955,0.109999999403954,0,2016-10-09 08:56:33+03,2016-10-24 14:58:06.838+03,True
10833175,91,10005,10005,10,5956.2789,3021.7933,81,0.259999990463257,0.0500000007450581,4690001,14.06,0,-0.0399999991059303,0.259999990463257,0.0299999993294477,2016-10-09 08:56:36+03,2016-10-24 14:58:06.838+03,True
10833176,86,10005,10005,10,5956.2792,3021.8027,90,0.109999999403954,0.0399999991059303,4690002,15.54,-1,-0.0599999986588955,0.0900000035762787,0.0299999993294477,2016-10-09 08:56:38+03,2016-10-24 14:58:06.838+03,True
10833177,91,10005,10005,9,5956.2789,3021.8556,96,0.189999997615814,0.0599999986588955,4690003,13.135,-1,0.0199999995529652,-0.189999997615814,-0.0199999995529652,2016-10-09 08:56:50+03,2016-10-24 14:58:06.838+03,True
10833178,93,10005,10005,9,5956.278,3021.8632,97,0.159999996423721,0.0599999986588955,4690004,12.765,-1,0,-0.159999996423721,-0.0299999993294477,2016-10-09 08:56:52+03,2016-10-24 14:58:06.838+03,True
10833179,90,10005,10005,9,5956.2776,3021.8673,98,0.109999999403954,0.0500000007450581,4690005,13.875,0,-0.00999999977648258,-0.0799999982118607,-0.0599999986588955,2016-10-09 08:56:52+03,2016-10-24 14:58:06.838+03,True
10833180,85,10005,10005,9,5956.2776,3021.8719,99,0.109999999403954,0.0399999991059303,4690006,15.54,0,-0.0500000007450581,0.0900000035762787,0,2016-10-09 08:56:54+03,2016-10-24 14:58:06.838+03,True
10833181,81,10005,10005,9,5956.2779,3021.8772,100,0.200000002980232,0.0599999986588955,4690007,18.8515,0,0.0299999993294477,0.189999997615814,0.0299999993294477,2016-10-09 08:56:54+03,2016-10-24 14:58:06.838+03,True
10833182,84,10005,10005,9,5956.2781,3021.8825,100,0.100000001490116,0.0299999993294477,4690008,17.39,1,-0.0299999993294477,-0.0199999995529652,-0.0900000035762787,2016-10-09 08:56:55+03,2016-10-24 14:58:06.838+03,True
10833183,103,10005,10005,9,5956.2791,3021.8865,97,0.270000010728836,0.119999997317791,4690009,15.91,2,-0.25,0.100000001490116,0,2016-10-09 08:56:57+03,2016-10-24 14:58:06.838+03,True
10833184,117,10005,10005,9,5956.279,3021.8897,71,0.209999993443489,0.0500000007450581,4690010,13.505,2,-0.0799999982118607,0.180000007152557,0.0700000002980232,2016-10-09 08:56:57+03,2016-10-24 14:58:06.838+03,True
10833185,153,10005,10005,9,5956.2772,3021.8916,86,0.150000005960464,0.0399999991059303,4690011,13.32,5,0.0199999995529652,0.0599999986588955,0.140000000596046,2016-10-09 08:56:58+03,2016-10-24 14:58:06.838+03,True
10833186,178,10005,10005,9,5956.2746,3021.8917,94,0.140000000596046,0.0500000007450581,4690012,18.13,6,0.0599999986588955,-0.119999997317791,0.0199999995529652,2016-10-09 08:57:00+03,2016-10-24 14:58:06.838+03,True
10833187,180,10005,10005,9,5956.2711,3021.8916,99,0.109999999403954,0.0500000007450581,4690013,24.42,5,0.0199999995529652,-0.0900000035762787,-0.0700000002980232,2016-10-09 08:57:01+03,2016-10-24 14:58:06.838+03,True
10833188,186,10005,10005,9,5956.2662,3021.8905,101,0.170000001788139,0.0500000007450581,4690014,32.93,3,0,-0.170000001788139,0.00999999977648258,2016-10-09 08:57:02+03,2016-10-24 14:58:06.838+03,True
10833189,191,10005,10005,9,5956.2598,3021.8878,101,0.150000005960464,0.0399999991059303,4690015,41.255,2,0.0199999995529652,-0.119999997317791,0.0900000035762787,2016-10-09 08:57:03+03,2016-10-24 14:58:06.838+03,True
10833190,194,10005,10005,9,5956.253,3021.8845,100,0.119999997317791,0.0399999991059303,4690016,44.4,1,-0.0299999993294477,-0.0399999991059303,-0.109999999403954,2016-10-09 08:57:04+03,2016-10-24 14:58:06.838+03,True
10833191,197,10005,10005,10,5956.2467,3021.8806,98,0.129999995231628,0.0599999986588955,4690017,41.625,0,-0.100000001490116,0.0700000002980232,-0.0199999995529652,2016-10-09 08:57:05+03,2016-10-24 14:58:06.838+03,True
10833192,203,10005,10005,10,5956.242,3021.8769,94,0.150000005960464,0.0500000007450581,4690018,31.45,1,0,-0.119999997317791,-0.0900000035762787,2016-10-09 08:57:06+03,2016-10-24 14:58:06.838+03,True
10833193,221,10005,10005,10,5956.2394,3021.8736,87,0.189999997615814,0.0700000002980232,4690019,19.425,1,0.0799999982118607,-0.159999996423721,-0.00999999977648258,2016-10-09 08:57:07+03,2016-10-24 14:58:06.838+03,True
10833194,242,10005,10005,10,5956.238,3021.8697,89,0.159999996423721,0.0700000002980232,4690020,15.355,3,-0.100000001490116,0.119999997317791,-0.0399999991059303,2016-10-09 08:57:08+03,2016-10-24 14:58:06.838+03,True
10833195,256,10005,10005,10,5956.2372,3021.8652,92,0.150000005960464,0.0500000007450581,4690021,15.54,4,0,0.00999999977648258,0.150000005960464,2016-10-09 08:57:08+03,2016-10-24 14:58:06.838+03,True
10833196,269,10005,10005,10,5956.2371,3021.8601,92,0.170000001788139,0.0599999986588955,4690022,16.835,3,-0.140000000596046,-0.00999999977648258,0.100000001490116,2016-10-09 08:57:09+03,2016-10-24 14:58:06.838+03,True
10833197,270,10005,10005,10,5956.237,3021.8549,94,0.129999995231628,0.0599999986588955,4690023,17.76,3,0.0199999995529652,-0.129999995231628,-0.00999999977648258,2016-10-09 08:57:10+03,2016-10-24 14:58:06.838+03,True
10833198,277,10005,10005,10,5956.2375,3021.8398,96,0.109999999403954,0.0399999991059303,4690024,16.28,2,-0.0799999982118607,0.0700000002980232,-0.0199999995529652,2016-10-09 08:57:13+03,2016-10-24 14:58:06.838+03,True
10833199,272,10005,10005,11,5956.2378,3021.8153,96,0.109999999403954,0.0500000007450581,4690025,16.28,0,-0.0500000007450581,0.0799999982118607,-0.0399999991059303,2016-10-09 08:57:19+03,2016-10-24 14:58:06.838+03,True
10833200,266,10005,10005,12,5956.2371,3021.8018,96,0.119999997317791,0.0399999991059303,4690026,15.1515,0,0.00999999977648258,-0.109999999403954,-0.0199999995529652,2016-10-09 08:57:22+03,2016-10-24 14:58:06.838+03,True
10833201,263,10005,10005,12,5956.2363,3021.7933,96,0.109999999403954,0.0399999991059303,4690027,13.69,0,0,0.0900000035762787,0.0599999986588955,2016-10-09 08:57:24+03,2016-10-24 14:58:06.838+03,True
10833202,261,10005,10005,12,5956.2358,3021.7903,95,0.170000001788139,0.0399999991059303,4690028,9.62,0,0.0299999993294477,-0.170000001788139,0,2016-10-09 08:57:24+03,2016-10-24 14:58:06.838+03,True
10833203,274,10005,10005,12,5956.2352,3021.7878,95,0.360000014305115,0.0399999991059303,4690029,9.25,0,-0.159999996423721,0.319999992847443,-0.0500000007450581,2016-10-09 08:57:26+03,2016-10-24 14:58:06.838+03,True
10833204,266,10005,10005,12,5956.234,3021.7771,94,0.270000010728836,0.129999995231628,4690030,20.535,-1,0.140000000596046,-0.219999998807907,-0.0399999991059303,2016-10-09 08:57:28+03,2016-10-24 14:58:06.838+03,True
10833205,269,10005,10005,11,5956.2335,3021.7711,53,0.310000002384186,0.109999999403954,4690031,20.535,0,0,-0.280000001192093,-0.119999997317791,2016-10-09 08:57:28+03,2016-10-24 14:58:06.838+03,True
10833206,274,10005,10005,11,5956.233,3021.7656,60,0.259999990463257,0.109999999403954,4690032,18.685,0,0.0900000035762787,0.0700000002980232,0.230000004172325,2016-10-09 08:57:29+03,2016-10-24 14:58:06.838+03,True
10833207,267,10005,10005,11,5956.2324,3021.7612,57,0.180000007152557,0.0599999986588955,4690033,14.615,0,0.140000000596046,-0.109999999403954,0,2016-10-09 08:57:31+03,2016-10-24 14:58:06.838+03,True
10833208,272,10005,10005,10,5956.2281,3021.7125,90,0.119999997317791,0.0399999991059303,4690034,16.65,0,0.0299999993294477,-0.119999997317791,-0.00999999977648258,2016-10-09 08:57:42+03,2016-10-24 14:58:06.838+03,True
10833209,272,10005,10005,10,5956.2285,3021.6939,92,0.119999997317791,0.0599999986588955,4690035,14.8,0,-0.0299999993294477,0.109999999403954,0.0299999993294477,2016-10-09 08:57:46+03,2016-10-24 14:58:06.838+03,True
10833210,269,10005,10005,12,5956.233,3021.6568,96,0.109999999403954,0.0399999991059303,4690036,14.8,-1,0.0599999986588955,-0.0799999982118607,-0.0399999991059303,2016-10-09 08:57:54+03,2016-10-24 14:58:06.838+03,True
10833211,270,10005,10005,12,5956.2348,3021.6481,96,0.200000002980232,0.0700000002980232,4690037,14.8,-1,0,-0.200000002980232,-0.0199999995529652,2016-10-09 08:57:56+03,2016-10-24 14:58:06.838+03,True
10833212,273,10005,10005,13,5956.236,3021.6398,81,0.150000005960464,0.0500000007450581,4690038,14.06,0,-0.0700000002980232,0.140000000596046,0,2016-10-09 08:57:58+03,2016-10-24 14:58:06.838+03,True
10833213,275,10005,10005,13,5956.2364,3021.6366,85,0.140000000596046,0.0599999986588955,4690039,11.285,0,0.0299999993294477,-0.129999995231628,-0.0399999991059303,2016-10-09 08:57:59+03,2016-10-24 14:58:06.838+03,True
10833214,275,10005,10005,14,5956.2377,3021.6306,93,0.119999997317791,0.0500000007450581,4690040,9.99,0,-0.0199999995529652,0.0199999995529652,0.119999997317791,2016-10-09 08:58:01+03,2016-10-24 14:58:09.831+03,True
10833215,268,10005,10005,14,5956.238,3021.6251,93,0.230000004172325,0.100000001490116,4690041,17.76,0,0.0299999993294477,0.219999998807907,0.0500000007450581,2016-10-09 08:58:01+03,2016-10-24 14:58:09.831+03,True
10833216,273,10005,10005,14,5956.2384,3021.6182,56,0.439999997615814,0.129999995231628,4690042,22.385,0,0.0700000002980232,0.25,0.349999994039536,2016-10-09 08:58:03+03,2016-10-24 14:58:09.831+03,True
10833217,270,10005,10005,14,5956.2386,3021.6118,63,0.310000002384186,0.0599999986588955,4690043,21.46,0,0.0399999991059303,-0.0500000007450581,0.300000011920929,2016-10-09 08:58:03+03,2016-10-24 14:58:09.831+03,True
10833218,267,10005,10005,13,5956.2381,3021.5775,83,0.129999995231628,0.0500000007450581,4690044,15.54,0,-0.0799999982118607,-0.0299999993294477,-0.100000001490116,2016-10-09 08:58:11+03,2016-10-24 14:58:09.831+03,True
10833219,266,10005,10005,13,5956.2378,3021.5583,91,0.129999995231628,0.0500000007450581,4690045,15.1515,0,0.00999999977648258,-0.119999997317791,-0.0500000007450581,2016-10-09 08:58:15+03,2016-10-24 14:58:09.831+03,True
10833220,272,10005,10005,14,5956.2391,3021.5446,93,0.159999996423721,0.0500000007450581,4690046,15.1515,-1,-0.0399999991059303,-0.129999995231628,-0.0700000002980232,2016-10-09 08:58:18+03,2016-10-24 14:58:09.831+03,True
10833221,269,10005,10005,14,5956.2412,3021.4851,97,0.109999999403954,0.0500000007450581,4690047,16.28,-1,-0.0500000007450581,0.0900000035762787,0,2016-10-09 08:58:29+03,2016-10-24 14:58:09.831+03,True
10833222,267,10005,10005,13,5956.2422,3021.4734,95,0.400000005960464,0.0500000007450581,4690048,17.575,-1,-0.170000001788139,0.360000014305115,0,2016-10-09 08:58:31+03,2016-10-24 14:58:09.831+03,True
10833223,262,10005,10005,13,5956.242,3021.4679,65,0.129999995231628,0.0399999991059303,4690049,17.205,0,-0.0599999986588955,0.119999997317791,0,2016-10-09 08:58:31+03,2016-10-24 14:58:09.831+03,True
10833224,267,10005,10005,13,5956.242,3021.4624,80,0.100000001490116,0.0399999991059303,4690050,17.205,0,-0.0700000002980232,0.0700000002980232,0,2016-10-09 08:58:33+03,2016-10-24 14:58:09.831+03,True
10833225,268,10005,10005,13,5956.2409,3021.4412,91,0.340000003576279,0.0799999982118607,4690051,16.835,0,-0.0599999986588955,0.319999992847443,0.0500000007450581,2016-10-09 08:58:37+03,2016-10-24 14:58:09.831+03,True
10833226,267,10005,10005,13,5956.2406,3021.4363,65,0.239999994635582,0.119999997317791,4690052,16.835,0,-0.119999997317791,0.200000002980232,-0.0500000007450581,2016-10-09 08:58:38+03,2016-10-24 14:58:09.831+03,True
10833227,270,10005,10005,13,5956.242,3021.4064,92,0.100000001490116,0.0399999991059303,4690053,17.205,-1,-0.0599999986588955,-0.0299999993294477,-0.0799999982118607,2016-10-09 08:58:44+03,2016-10-24 14:58:09.831+03,True
10833228,266,10005,10005,13,5956.2355,3021.3538,96,0.119999997317791,0.0500000007450581,4690054,15.54,-1,-0.0599999986588955,0.0900000035762787,-0.0199999995529652,2016-10-09 08:58:55+03,2016-10-24 14:58:09.831+03,True
10833229,269,10005,10005,13,5956.234,3021.3335,100,0.100000001490116,0.0399999991059303,4690055,21.275,-1,0,-0.0399999991059303,-0.0900000035762787,2016-10-09 08:58:59+03,2016-10-24 14:58:09.831+03,True
10833230,272,10005,10005,14,5956.2345,3021.323,99,0.150000005960464,0.0500000007450581,4690056,16.28,-1,0.0199999995529652,-0.150000005960464,-0.00999999977648258,2016-10-09 08:59:01+03,2016-10-24 14:58:09.831+03,True
10833231,275,10005,10005,14,5956.2356,3021.3201,94,0.0900000035762787,0.0399999991059303,4690057,10.73,0,0,0.0900000035762787,0.0199999995529652,2016-10-09 08:59:01+03,2016-10-24 14:58:09.831+03,True
10833232,276,10005,10005,15,5956.238,3021.3157,94,0.0799999982118607,0.0299999993294477,4690058,6.66,-1,-0.00999999977648258,0.0700000002980232,0.0199999995529652,2016-10-09 08:59:04+03,2016-10-24 14:58:09.831+03,True
10833233,278,10005,10005,16,5956.2389,3021.3142,94,0.0799999982118607,0.0199999995529652,4690059,4.81,0,-0.0500000007450581,0.0599999986588955,0,2016-10-09 08:59:04+03,2016-10-24 14:58:09.831+03,True
10833234,268,10005,10005,17,5956.24,3021.3115,95,0.109999999403954,0.0299999993294477,4690060,2.775,0,0.0599999986588955,-0.0799999982118607,0.0299999993294477,2016-10-09 08:59:07+03,2016-10-24 14:58:09.831+03,True
10833235,267,10005,10005,17,5956.24,3021.3115,98,0.100000001490116,0.0199999995529652,4690061,3.885,-1,0.100000001490116,0.00999999977648258,-0.00999999977648258,2016-10-09 08:59:08+03,2016-10-24 14:58:09.831+03,True
10833236,243,10005,10005,17,5956.2398,3021.3092,100,0.0900000035762787,0.0399999991059303,4690062,7.4,-5,-0.00999999977648258,0.0700000002980232,0.0500000007450581,2016-10-09 08:59:09+03,2016-10-24 14:58:09.831+03,True
10833237,215,10005,10005,17,5956.2389,3021.3072,101,0.140000000596046,0.0700000002980232,4690063,9.62,-7,0,-0.140000000596046,-0.0299999993294477,2016-10-09 08:59:10+03,2016-10-24 14:58:09.831+03,True
10833238,183,10005,10005,17,5956.2373,3021.3068,103,0.100000001490116,0.0299999993294477,4690064,11.655,-10,-0.0599999986588955,0.0500000007450581,0.0500000007450581,2016-10-09 08:59:10+03,2016-10-24 14:58:09.831+03,True
10833239,134,10005,10005,17,5956.236,3021.3094,101,0.140000000596046,0.0599999986588955,4690065,13.32,-11,-0.0700000002980232,-0.109999999403954,-0.00999999977648258,2016-10-09 08:59:12+03,2016-10-24 14:58:09.831+03,True
10833240,96,10005,10005,17,5956.2358,3021.3138,91,0.159999996423721,0.0500000007450581,4690066,16.0765,-12,-0.0900000035762787,0.0599999986588955,-0.109999999403954,2016-10-09 08:59:13+03,2016-10-24 14:58:09.831+03,True
10833241,83,10005,10005,17,5956.2362,3021.3197,94,0.219999998807907,0.0700000002980232,4690067,20.35,-10,-0.0700000002980232,0.189999997615814,-0.0599999986588955,2016-10-09 08:59:14+03,2016-10-24 14:58:09.831+03,True
10833242,88,10005,10005,17,5956.2367,3021.339,77,0.28999999165535,0.119999997317791,4690068,37.555,-3,-0.109999999403954,0.259999990463257,-0.0599999986588955,2016-10-09 08:59:15+03,2016-10-24 14:58:09.831+03,True
10833243,92,10005,10005,16,5956.2355,3021.3933,85,0.159999996423721,0.0500000007450581,4690069,49.58,-3,-0.0599999986588955,-0.140000000596046,-0.0500000007450581,2016-10-09 08:59:20+03,2016-10-24 14:58:09.831+03,True
10833244,92,10005,10005,15,5956.2337,3021.4492,86,0.569999992847443,0.0599999986588955,4690070,48.47,-1,-0.150000005960464,-0.550000011920929,-0.0199999995529652,2016-10-09 08:59:24+03,2016-10-24 14:58:09.831+03,True
10833245,90,10005,10005,14,5956.2337,3021.4635,34,0.159999996423721,0.0599999986588955,4690071,49.395,0,-0.00999999977648258,0.150000005960464,0.0599999986588955,2016-10-09 08:59:24+03,2016-10-24 14:58:09.831+03,True
10833246,91,10005,10005,14,5956.2335,3021.4782,53,0.219999998807907,0.0900000035762787,4690072,49.95,0,0.0500000007450581,0.159999996423721,0.140000000596046,2016-10-09 08:59:26+03,2016-10-24 14:58:09.831+03,True
10833247,92,10005,10005,13,5956.2327,3021.5073,29,0.379999995231628,0.170000001788139,4690073,49.025,0,-0.140000000596046,0.310000002384186,0.159999996423721,2016-10-09 08:59:27+03,2016-10-24 14:58:09.831+03,True
10833248,92,10005,10005,12,5956.2318,3021.5461,9,0.680000007152557,0.0700000002980232,4690074,41.255,0,-0.529999971389771,0.280000001192093,-0.330000013113022,2016-10-09 08:59:30+03,2016-10-24 14:58:09.831+03,True
10833249,94,10005,10005,12,5956.2311,3021.5676,36,0.159999996423721,0.0599999986588955,4690075,34.595,0,-0.0799999982118607,0.129999995231628,-0.0299999993294477,2016-10-09 08:59:33+03,2016-10-24 14:58:09.831+03,True
10833250,94,10005,10005,11,5956.2307,3021.5772,50,0.140000000596046,0.0500000007450581,4690076,32.005,0,0,0.100000001490116,-0.100000001490116,2016-10-09 08:59:33+03,2016-10-24 14:58:09.831+03,True
10833251,91,10005,10005,11,5956.2306,3021.5853,57,0.270000010728836,0.109999999403954,4690077,26.825,0,0.119999997317791,0.200000002980232,0.129999995231628,2016-10-09 08:59:34+03,2016-10-24 14:58:09.831+03,True
10833252,91,10005,10005,11,5956.2306,3021.592,57,0.349999994039536,0.0599999986588955,4690078,22.94,0,0.310000002384186,-0.0399999991059303,-0.170000001788139,2016-10-09 08:59:35+03,2016-10-24 14:58:09.831+03,True
10833253,93,10005,10005,10,5956.2305,3021.5984,58,0.230000004172325,0.0599999986588955,4690079,20.905,0,0.0399999991059303,-0.219999998807907,-0.0500000007450581,2016-10-09 08:59:37+03,2016-10-24 14:58:09.831+03,True
10833254,92,10005,10005,10,5956.2304,3021.6039,65,0.180000007152557,0.0500000007450581,4690080,18.5,0,0.109999999403954,-0.140000000596046,0.0500000007450581,2016-10-09 08:59:38+03,2016-10-24 14:58:09.831+03,True
10833255,95,10005,10005,10,5956.2302,3021.6079,68,0.119999997317791,0.0399999991059303,4690081,13.32,0,0.0299999993294477,-0.119999997317791,0,2016-10-09 08:59:39+03,2016-10-24 14:58:09.831+03,True
10833256,97,10005,10005,10,5956.2301,3021.6108,70,0.170000001788139,0.0500000007450581,4690082,9.805,0,0,-0.170000001788139,-0.0399999991059303,2016-10-09 08:59:40+03,2016-10-24 14:58:09.831+03,True
10833257,98,10005,10005,10,5956.23,3021.6128,77,0.129999995231628,0.0599999986588955,4690083,6.66,0,-0.0199999995529652,-0.109999999403954,-0.0599999986588955,2016-10-09 08:59:41+03,2016-10-24 14:58:09.831+03,True
10833258,119,10005,10005,10,5956.2299,3021.6136,85,0.109999999403954,0.0599999986588955,4690084,4.44,2,0,0,-0.109999999403954,2016-10-09 08:59:42+03,2016-10-24 14:58:09.831+03,True
10833259,156,10005,10005,9,5956.2289,3021.6145,94,0.109999999403954,0.0399999991059303,4690085,9.25,5,0.0199999995529652,0,0.109999999403954,2016-10-09 08:59:43+03,2016-10-24 14:58:09.831+03,True
