eventid,angle,carid,driverid,height,lat,lon,lurch,maxvectoracc,midvectoracc,origid,speed,tanage,xacc,yacc,zacc,eventdt,entrydt,iscan
10838304,186,10005,10005,-9,5956.5748,3021.8165,84,0.129999995231628,0.0500000007450581,4695130,18.5,-1,-0.00999999977648258,0.100000001490116,0.0700000002980232,2016-10-09 12:03:30+03,2016-10-24 15:00:39.866+03,True
10838305,183,10005,10005,-9,5956.5696,3021.8167,90,0.100000001490116,0.0299999993294477,4695131,15.725,-1,-0.0399999991059303,0.0799999982118607,-0.0299999993294477,2016-10-09 12:03:31+03,2016-10-24 15:00:39.866+03,True
10838306,189,10005,10005,-9,5956.5599,3021.8151,98,0.159999996423721,0.0500000007450581,4695132,23.68,-1,0.140000000596046,0,0.0799999982118607,2016-10-09 12:03:34+03,2016-10-24 15:00:39.866+03,True
10838307,181,10005,10005,-10,5956.5494,3021.8172,98,0.400000005960464,0.140000000596046,4695133,37.37,-1,-0.0299999993294477,-0.389999985694885,-0.0199999995529652,2016-10-09 12:03:37+03,2016-10-24 15:00:39.866+03,True
10838308,181,10005,10005,-10,5956.5432,3021.8176,72,0.349999994039536,0.0700000002980232,4695134,40.7,0,0.109999999403954,-0.209999993443489,0.259999990463257,2016-10-09 12:03:38+03,2016-10-24 15:00:39.866+03,True
10838309,186,10005,10005,-11,5956.5372,3021.8166,76,0.579999983310699,0.0500000007450581,4695135,38.665,-1,0.330000013113022,-0.449999988079071,0.150000005960464,2016-10-09 12:03:39+03,2016-10-24 15:00:39.866+03,True
10838310,183,10005,10005,-11,5956.5322,3021.8162,18,0.200000002980232,0.0799999982118607,4695136,31.82,0,0.109999999403954,-0.0500000007450581,0.159999996423721,2016-10-09 12:03:40+03,2016-10-24 15:00:39.866+03,True
10838311,179,10005,10005,-11,5956.5278,3021.8161,42,0.25,0.100000001490116,4695137,27.195,0,0.209999993443489,-0.0599999986588955,0.109999999403954,2016-10-09 12:03:41+03,2016-10-24 15:00:39.866+03,True
10838312,171,10005,10005,-11,5956.5245,3021.8172,49,0.159999996423721,0.0500000007450581,4695138,18.315,0,-0.0700000002980232,0.150000005960464,0,2016-10-09 12:03:42+03,2016-10-24 15:00:39.866+03,True
10838313,184,10005,10005,-11,5956.5186,3021.8175,77,0.119999997317791,0.0399999991059303,4695139,19.795,0,0.0900000035762787,0.00999999977648258,0.0799999982118607,2016-10-09 12:03:44+03,2016-10-24 15:00:39.866+03,True
10838314,188,10005,10005,-10,5956.5097,3021.8154,94,0.109999999403954,0.0500000007450581,4695140,33.855,0,-0.0500000007450581,-0.0399999991059303,-0.0900000035762787,2016-10-09 12:03:46+03,2016-10-24 15:00:42.845+03,True
10838315,182,10005,10005,-11,5956.4914,3021.8136,96,0.300000011920929,0.129999995231628,4695141,44.03,-1,-0.0599999986588955,-0.28999999165535,-0.0399999991059303,2016-10-09 12:03:49+03,2016-10-24 15:00:42.845+03,True
10838316,181,10005,10005,-11,5956.4692,3021.8121,92,0.300000011920929,0.0599999986588955,4695142,51.245,-1,-0.0299999993294477,0.300000011920929,0.0299999993294477,2016-10-09 12:03:51+03,2016-10-24 15:00:42.845+03,True
10838317,181,10005,10005,-11,5956.4617,3021.8116,73,0.379999995231628,0.100000001490116,4695143,50.875,0,0.0700000002980232,-0.370000004768372,-0.0299999993294477,2016-10-09 12:03:53+03,2016-10-24 15:00:42.845+03,True
10838318,183,10005,10005,-10,5956.4483,3021.8109,74,0.439999997615814,0.119999997317791,4695144,41.07,0,-0.159999996423721,0.400000005960464,-0.0700000002980232,2016-10-09 12:03:55+03,2016-10-24 15:00:42.845+03,True
10838319,183,10005,10005,-10,5956.4437,3021.8104,39,0.189999997615814,0.0599999986588955,4695145,30.3215,0,-0.0299999993294477,0.150000005960464,-0.109999999403954,2016-10-09 12:03:56+03,2016-10-24 15:00:42.845+03,True
10838320,181,10005,10005,-10,5956.4408,3021.8105,53,0.119999997317791,0.0500000007450581,4695146,18.5,0,-0.0599999986588955,0.100000001490116,0,2016-10-09 12:03:57+03,2016-10-24 15:00:42.845+03,True
10838321,188,10005,10005,-9,5956.4361,3021.8099,71,0.109999999403954,0.0299999993294477,4695147,15.725,0,0.0299999993294477,-0.109999999403954,-0.0199999995529652,2016-10-09 12:03:58+03,2016-10-24 15:00:42.845+03,True
10838322,188,10005,10005,-8,5956.4277,3021.808,91,0.100000001490116,0.0299999993294477,4695148,20.72,-1,0,-0.0399999991059303,-0.0900000035762787,2016-10-09 12:04:01+03,2016-10-24 15:00:42.845+03,True
10838323,182,10005,10005,-8,5956.4229,3021.8085,92,0.109999999403954,0.0500000007450581,4695149,9.99,-1,-0.0399999991059303,0.100000001490116,-0.00999999977648258,2016-10-09 12:04:04+03,2016-10-24 15:00:42.845+03,True
10838324,180,10005,10005,-8,5956.4223,3021.8087,88,0.109999999403954,0.0399999991059303,4695150,3.515,-1,0.0199999995529652,-0.100000001490116,-0.0199999995529652,2016-10-09 12:04:05+03,2016-10-24 15:00:42.845+03,True
10838325,179,10005,10005,-7,5956.4215,3021.809,92,0.0799999982118607,0.0299999993294477,4695151,4.44,-1,-0.00999999977648258,0.0799999982118607,0,2016-10-09 12:04:06+03,2016-10-24 15:00:42.845+03,True
10838326,168,10005,10005,-7,5956.4206,3021.8096,97,0.0900000035762787,0.0399999991059303,4695152,5.18,-1,-0.0199999995529652,0.0900000035762787,0.0199999995529652,2016-10-09 12:04:07+03,2016-10-24 15:00:42.845+03,True
10838327,179,10005,10005,-7,5956.4169,3021.8111,99,0.109999999403954,0.0399999991059303,4695153,12.21,-1,-0.0500000007450581,-0.0799999982118607,-0.0399999991059303,2016-10-09 12:04:09+03,2016-10-24 15:00:42.845+03,True
10838328,186,10005,10005,-6,5956.3914,3021.8091,101,0.119999997317791,0.0399999991059303,4695154,15.1515,-2,-0.0399999991059303,0.100000001490116,0.0199999995529652,2016-10-09 12:04:17+03,2016-10-24 15:00:42.845+03,True
10838329,187,10005,10005,-6,5956.3865,3021.808,98,0.0900000035762787,0.0399999991059303,4695155,16.28,-1,-0.0599999986588955,0.0500000007450581,-0.0399999991059303,2016-10-09 12:04:20+03,2016-10-24 15:00:42.845+03,True
10838330,190,10005,10005,-6,5956.3837,3021.807,99,0.180000007152557,0.0500000007450581,4695156,18.315,-1,-0.0399999991059303,0.170000001788139,0.0500000007450581,2016-10-09 12:04:20+03,2016-10-24 15:00:42.845+03,True
10838331,191,10005,10005,-6,5956.3804,3021.8057,101,0.129999995231628,0.0399999991059303,4695157,22.385,-1,0.00999999977648258,-0.100000001490116,-0.0799999982118607,2016-10-09 12:04:22+03,2016-10-24 15:00:42.845+03,True
10838332,190,10005,10005,-6,5956.377,3021.8043,101,0.119999997317791,0.0399999991059303,4695158,23.31,-1,0.0399999991059303,-0.0399999991059303,-0.109999999403954,2016-10-09 12:04:23+03,2016-10-24 15:00:42.845+03,True
10838333,189,10005,10005,-6,5956.3738,3021.8033,100,0.140000000596046,0.0599999986588955,4695159,21.275,-1,0.0299999993294477,0.0500000007450581,0.129999995231628,2016-10-09 12:04:23+03,2016-10-24 15:00:42.845+03,True
10838334,195,10005,10005,-6,5956.3713,3021.8023,98,0.200000002980232,0.0599999986588955,4695160,16.65,0,-0.0599999986588955,0.189999997615814,0,2016-10-09 12:04:25+03,2016-10-24 15:00:42.845+03,True
10838335,214,10005,10005,-6,5956.3696,3021.8003,92,0.129999995231628,0.0599999986588955,4695161,12.765,3,-0.129999995231628,0,0,2016-10-09 12:04:26+03,2016-10-24 15:00:42.845+03,True
10838336,241,10005,10005,-6,5956.3689,3021.7976,92,0.140000000596046,0.0599999986588955,4695162,11.1,3,-0.119999997317791,-0.0399999991059303,0.0500000007450581,2016-10-09 12:04:27+03,2016-10-24 15:00:42.845+03,True
10838337,258,10005,10005,-6,5956.3685,3021.7944,96,0.119999997317791,0.0500000007450581,4695163,12.025,5,-0.0299999993294477,-0.0500000007450581,-0.100000001490116,2016-10-09 12:04:27+03,2016-10-24 15:00:42.845+03,True
10838338,266,10005,10005,-7,5956.3683,3021.7902,96,0.230000004172325,0.0299999993294477,4695164,14.615,4,-0.0700000002980232,0.219999998807907,-0.0299999993294477,2016-10-09 12:04:29+03,2016-10-24 15:00:42.845+03,True
10838339,272,10005,10005,-7,5956.3685,3021.7754,95,0.100000001490116,0.0299999993294477,4695165,16.465,2,-0.0299999993294477,0.0900000035762787,-0.0299999993294477,2016-10-09 12:04:32+03,2016-10-24 15:00:42.845+03,True
10838340,266,10005,10005,-7,5956.3684,3021.7659,96,0.109999999403954,0.0500000007450581,4695166,15.725,0,-0.0199999995529652,0.100000001490116,-0.0299999993294477,2016-10-09 12:04:34+03,2016-10-24 15:00:42.845+03,True
10838341,276,10005,10005,-7,5956.3688,3021.7472,97,0.140000000596046,0.0500000007450581,4695167,14.8,-1,0.0799999982118607,-0.0199999995529652,0.119999997317791,2016-10-09 12:04:37+03,2016-10-24 15:00:42.845+03,True
10838342,271,10005,10005,-7,5956.3709,3021.7147,98,0.100000001490116,0.0299999993294477,4695168,15.54,-1,0.0500000007450581,-0.0700000002980232,0.0399999991059303,2016-10-09 12:04:44+03,2016-10-24 15:00:42.845+03,True
10838343,276,10005,10005,-8,5956.3716,3021.6998,98,0.129999995231628,0.0399999991059303,4695169,15.91,-1,-0.0799999982118607,0.0399999991059303,-0.0799999982118607,2016-10-09 12:04:47+03,2016-10-24 15:00:42.845+03,True
10838344,271,10005,10005,-9,5956.3723,3021.6742,98,0.119999997317791,0.0399999991059303,4695170,16.0765,-2,-0.0199999995529652,-0.109999999403954,-0.0299999993294477,2016-10-09 12:04:52+03,2016-10-24 15:00:42.845+03,True
10838345,273,10005,10005,-9,5956.3725,3021.6535,98,0.129999995231628,0.0500000007450581,4695171,15.91,-1,-0.0599999986588955,0.0399999991059303,-0.100000001490116,2016-10-09 12:04:56+03,2016-10-24 15:00:42.845+03,True
10838346,261,10005,10005,-10,5956.3711,3021.6452,97,0.0900000035762787,0.0399999991059303,4695172,3.7,-1,0.0199999995529652,-0.0900000035762787,0,2016-10-09 12:04:59+03,2016-10-24 15:00:42.845+03,True
10838347,271,10005,10005,-10,5956.3711,3021.6424,96,0.109999999403954,0.0500000007450581,4695173,3.7,-1,0.00999999977648258,-0.109999999403954,0.00999999977648258,2016-10-09 12:05:01+03,2016-10-24 15:00:42.845+03,True
10838348,0,10005,10005,-10,5956.371,3021.6418,96,0.119999997317791,0.0299999993294477,4695174,0.37,-1,-0.0199999995529652,0.119999997317791,-0.0199999995529652,2016-10-09 12:05:05+03,2016-10-24 15:00:42.845+03,True
10838349,291,10005,10005,-10,5956.371,3021.6418,97,0.0900000035762787,0.0399999991059303,4695175,0.37,-1,-0.0799999982118607,0.0299999993294477,-0.0199999995529652,2016-10-09 12:05:07+03,2016-10-24 15:00:42.845+03,True
10838350,0,10005,10005,-10,5956.371,3021.6418,98,0.0900000035762787,0.0399999991059303,4695176,0,-1,-0.0500000007450581,0.0700000002980232,-0.00999999977648258,2016-10-09 12:05:08+03,2016-10-24 15:00:42.845+03,True
10838351,279,10005,10005,-10,5956.3711,3021.6393,101,0.119999997317791,0.0299999993294477,4695177,7.77,-1,0.0199999995529652,-0.0599999986588955,0.100000001490116,2016-10-09 12:05:10+03,2016-10-24 15:00:42.845+03,True
10838352,273,10005,10005,-10,5956.3715,3021.6313,103,0.100000001490116,0.0500000007450581,4695178,4.995,-2,0,0.0900000035762787,0.0299999993294477,2016-10-09 12:05:14+03,2016-10-24 15:00:42.845+03,True
10838353,346,10005,10005,-10,5956.3713,3021.6284,96,0.0900000035762787,0.0399999991059303,4695179,0.555,-1,-0.0900000035762787,0,-0.0199999995529652,2016-10-09 12:05:20+03,2016-10-24 15:00:42.845+03,True
10838354,281,10005,10005,-10,5956.3717,3021.6244,102,0.109999999403954,0.0299999993294477,4695180,12.025,-1,-0.00999999977648258,0.0900000035762787,0.0599999986588955,2016-10-09 12:05:24+03,2016-10-24 15:00:42.845+03,True
10838355,274,10005,10005,-10,5956.3722,3021.6143,101,0.0900000035762787,0.0399999991059303,4695181,15.1515,-1,0.0399999991059303,-0.0299999993294477,-0.0799999982118607,2016-10-09 12:05:25+03,2016-10-24 15:00:42.845+03,True
10838356,280,10005,10005,-9,5956.3731,3021.5886,100,0.100000001490116,0.0399999991059303,4695182,15.355,-2,-0.0900000035762787,0.0500000007450581,0.0199999995529652,2016-10-09 12:05:30+03,2016-10-24 15:00:42.845+03,True
10838357,273,10005,10005,-9,5956.3746,3021.5691,97,0.100000001490116,0.0399999991059303,4695183,16.0765,-2,-0.00999999977648258,0.100000001490116,0.00999999977648258,2016-10-09 12:05:34+03,2016-10-24 15:00:42.845+03,True
10838358,268,10005,10005,-9,5956.3745,3021.5638,97,0.0900000035762787,0.0299999993294477,4695184,16.835,-2,0.0500000007450581,-0.0199999995529652,0.0700000002980232,2016-10-09 12:05:36+03,2016-10-24 15:00:42.845+03,True
10838359,274,10005,10005,-9,5956.3748,3021.5536,98,0.100000001490116,0.0500000007450581,4695185,15.91,-2,-0.0500000007450581,-0.00999999977648258,-0.0799999982118607,2016-10-09 12:05:38+03,2016-10-24 15:00:42.845+03,True
10838360,272,10005,10005,-9,5956.3749,3021.5185,83,0.230000004172325,0.0700000002980232,4695186,15.725,-1,-0.109999999403954,0.200000002980232,-0.0299999993294477,2016-10-09 12:05:45+03,2016-10-24 15:00:42.845+03,True
10838361,272,10005,10005,-9,5956.375,3021.509,90,0.100000001490116,0.0500000007450581,4695187,15.1515,-2,0.0599999986588955,0,0.0799999982118607,2016-10-09 12:05:46+03,2016-10-24 15:00:42.845+03,True
10838362,273,10005,10005,-10,5956.3751,3021.4955,94,0.100000001490116,0.0500000007450581,4695188,14.8,-2,-0.0700000002980232,0.0399999991059303,-0.0599999986588955,2016-10-09 12:05:49+03,2016-10-24 15:00:42.845+03,True
10838363,273,10005,10005,-11,5956.3763,3021.4402,98,0.100000001490116,0.0399999991059303,4695189,16.28,-2,-0.0599999986588955,0.0700000002980232,-0.00999999977648258,2016-10-09 12:06:01+03,2016-10-24 15:00:42.845+03,True
10838364,271,10005,10005,-11,5956.3764,3021.4307,84,0.180000007152557,0.0399999991059303,4695190,15.725,-1,-0.0599999986588955,0.159999996423721,-0.0500000007450581,2016-10-09 12:06:04+03,2016-10-24 15:00:42.845+03,True
10838365,273,10005,10005,-11,5956.3766,3021.4257,91,0.0900000035762787,0.0299999993294477,4695191,16.28,-1,-0.0500000007450581,0.0199999995529652,-0.0799999982118607,2016-10-09 12:06:05+03,2016-10-24 15:00:42.845+03,True
10838366,275,10005,10005,-11,5956.3782,3021.3857,97,0.0799999982118607,0.0299999993294477,4695192,17.205,-2,-0.0399999991059303,-0.0299999993294477,-0.0599999986588955,2016-10-09 12:06:12+03,2016-10-24 15:00:42.845+03,True
10838367,270,10005,10005,-12,5956.3798,3021.3394,99,0.159999996423721,0.0799999982118607,4695193,17.205,-3,0,-0.159999996423721,-0.0199999995529652,2016-10-09 12:06:21+03,2016-10-24 15:00:42.845+03,True
10838368,271,10005,10005,-12,5956.3811,3021.3278,90,0.119999997317791,0.0399999991059303,4695194,10.545,-2,0,0.119999997317791,0,2016-10-09 12:06:24+03,2016-10-24 15:00:42.845+03,True
10838369,276,10005,10005,-12,5956.3809,3021.3253,91,0.109999999403954,0.0500000007450581,4695195,7.4,-2,0.0199999995529652,-0.109999999403954,-0.0299999993294477,2016-10-09 12:06:26+03,2016-10-24 15:00:42.845+03,True
10838370,276,10005,10005,-11,5956.3809,3021.3128,68,0.119999997317791,0.0500000007450581,4695196,11.285,-1,-0.0599999986588955,0.0799999982118607,-0.0599999986588955,2016-10-09 12:06:29+03,2016-10-24 15:00:42.845+03,True
10838371,271,10005,10005,-11,5956.3804,3021.2912,91,0.109999999403954,0.0299999993294477,4695197,19.24,-1,0,0.109999999403954,-0.00999999977648258,2016-10-09 12:06:33+03,2016-10-24 15:00:42.845+03,True
10838372,270,10005,10005,-11,5956.3799,3021.273,95,0.109999999403954,0.0500000007450581,4695198,19.425,-2,0.0399999991059303,-0.100000001490116,0,2016-10-09 12:06:36+03,2016-10-24 15:00:42.845+03,True
10838373,266,10005,10005,-10,5956.3794,3021.2599,95,0.119999997317791,0.0399999991059303,4695199,11.655,-2,0.0299999993294477,-0.100000001490116,-0.0500000007450581,2016-10-09 12:06:40+03,2016-10-24 15:00:42.845+03,True
10838374,258,10005,10005,-10,5956.3791,3021.2567,94,0.109999999403954,0.0399999991059303,4695200,10.175,-2,-0.0700000002980232,0.0599999986588955,-0.0299999993294477,2016-10-09 12:06:41+03,2016-10-24 15:00:42.845+03,True
10838375,264,10005,10005,-9,5956.3779,3021.2441,102,0.140000000596046,0.0599999986588955,4695201,20.165,-3,-0.0199999995529652,0.0799999982118607,-0.109999999403954,2016-10-09 12:06:43+03,2016-10-24 15:00:42.845+03,True
10838376,267,10005,10005,-9,5956.3772,3021.2249,66,0.209999993443489,0.0799999982118607,4695202,36.26,0,-0.0199999995529652,-0.140000000596046,-0.150000005960464,2016-10-09 12:06:46+03,2016-10-24 15:00:42.845+03,True
10838377,266,10005,10005,-9,5956.376,3021.1845,24,0.200000002980232,0.0599999986588955,4695203,48.285,0,0.129999995231628,-0.150000005960464,0.0299999993294477,2016-10-09 12:06:48+03,2016-10-24 15:00:42.845+03,True
10838378,268,10005,10005,-9,5956.3757,3021.17,58,0.129999995231628,0.0500000007450581,4695204,48.285,0,0,-0.129999995231628,0,2016-10-09 12:06:50+03,2016-10-24 15:00:42.845+03,True
10838379,270,10005,10005,-8,5956.376,3021.1273,65,0.140000000596046,0.0500000007450581,4695205,47.545,0,-0.100000001490116,0.0900000035762787,-0.0199999995529652,2016-10-09 12:06:53+03,2016-10-24 15:00:42.845+03,True
10838380,270,10005,10005,-8,5956.3763,3021.0988,68,0.300000011920929,0.0500000007450581,4695206,47.36,0,0.0199999995529652,0.28999999165535,0.0399999991059303,2016-10-09 12:06:55+03,2016-10-24 15:00:42.845+03,True
10838381,270,10005,10005,-8,5956.3763,3021.0851,55,0.310000002384186,0.0700000002980232,4695207,45.695,0,0.0299999993294477,-0.310000002384186,-0.0399999991059303,2016-10-09 12:06:56+03,2016-10-24 15:00:42.845+03,True
10838382,271,10005,10005,-8,5956.3765,3021.0717,25,0.620000004768372,0.159999996423721,4695208,44.4,0,-0.0500000007450581,0.509999990463257,0.340000003576279,2016-10-09 12:06:56+03,2016-10-24 15:00:42.845+03,True
10838383,274,10005,10005,-8,5956.3776,3021.0409,44,0.360000014305115,0.100000001490116,4695209,30.3215,0,0.0299999993294477,-0.360000014305115,0.0700000002980232,2016-10-09 12:07:00+03,2016-10-24 15:00:42.845+03,True
10838384,267,10005,10005,-7,5956.3776,3021.0329,35,0.430000007152557,0.109999999403954,4695210,26.455,0,-0.00999999977648258,0.430000007152557,-0.0299999993294477,2016-10-09 12:07:00+03,2016-10-24 15:00:42.845+03,True
10838385,271,10005,10005,-7,5956.3777,3021.0272,31,0.310000002384186,0.0700000002980232,4695211,18.5,0,-0.129999995231628,0.280000001192093,-0.00999999977648258,2016-10-09 12:07:02+03,2016-10-24 15:00:42.845+03,True
10838386,278,10005,10005,-7,5956.3779,3021.0227,36,0.360000014305115,0.0599999986588955,4695212,14.43,0,-0.109999999403954,0.340000003576279,-0.00999999977648258,2016-10-09 12:07:03+03,2016-10-24 15:00:42.845+03,True
10838387,276,10005,10005,-7,5956.3781,3021.0196,29,0.239999994635582,0.0500000007450581,4695213,9.62,0,-0.0799999982118607,0.189999997615814,0.119999997317791,2016-10-09 12:07:04+03,2016-10-24 15:00:42.845+03,True
10838388,241,10005,10005,-7,5956.3776,3021.0172,43,0.119999997317791,0.0399999991059303,4695214,8.325,-1,-0.0399999991059303,0.109999999403954,-0.0199999995529652,2016-10-09 12:07:05+03,2016-10-24 15:00:42.845+03,True
10838389,222,10005,10005,-7,5956.3768,3021.0153,53,0.170000001788139,0.0500000007450581,4695215,7.77,-2,0.00999999977648258,-0.159999996423721,-0.0299999993294477,2016-10-09 12:07:05+03,2016-10-24 15:00:42.845+03,True
10838390,202,10005,10005,-7,5956.3758,3021.0139,62,0.159999996423721,0.0500000007450581,4695216,8.4915,-3,0,0.0599999986588955,0.150000005960464,2016-10-09 12:07:07+03,2016-10-24 15:00:42.845+03,True
10838391,190,10005,10005,-7,5956.3745,3021.0131,70,0.140000000596046,0.0599999986588955,4695217,9.99,-3,0.0199999995529652,-0.140000000596046,0,2016-10-09 12:07:07+03,2016-10-24 15:00:42.845+03,True
10838392,182,10005,10005,-7,5956.3724,3021.0125,76,0.140000000596046,0.0399999991059303,4695218,14.615,-4,-0.0399999991059303,0.100000001490116,-0.0900000035762787,2016-10-09 12:07:08+03,2016-10-24 15:00:42.845+03,True
10838393,184,10005,10005,-8,5956.3699,3021.0116,84,0.170000001788139,0.0299999993294477,4695219,17.9265,-4,0.119999997317791,0.0299999993294477,-0.109999999403954,2016-10-09 12:07:09+03,2016-10-24 15:00:42.845+03,True
10838394,186,10005,10005,-8,5956.3671,3021.0108,89,0.119999997317791,0.0500000007450581,4695220,19.24,-3,-0.0500000007450581,-0.0700000002980232,-0.0799999982118607,2016-10-09 12:07:11+03,2016-10-24 15:00:42.845+03,True
10838395,186,10005,10005,-10,5956.3519,3021.0101,95,0.140000000596046,0.0500000007450581,4695221,20.165,-2,-0.0399999991059303,0.129999995231628,0.0299999993294477,2016-10-09 12:07:16+03,2016-10-24 15:00:42.845+03,True
10838396,185,10005,10005,-10,5956.3488,3021.0102,95,0.129999995231628,0.0500000007450581,4695222,19.055,0,-0.0399999991059303,0.119999997317791,-0.0299999993294477,2016-10-09 12:07:16+03,2016-10-24 15:00:42.845+03,True
10838397,193,10005,10005,-10,5956.3466,3021.0094,95,0.140000000596046,0.0599999986588955,4695223,14.985,0,-0.119999997317791,0.0599999986588955,-0.0199999995529652,2016-10-09 12:07:18+03,2016-10-24 15:00:42.845+03,True
10838398,211,10005,10005,-11,5956.3451,3021.0078,95,0.119999997317791,0.0399999991059303,4695224,11.47,2,0.00999999977648258,-0.119999997317791,0.00999999977648258,2016-10-09 12:07:19+03,2016-10-24 15:00:42.845+03,True
10838399,211,10005,10005,-11,5956.3443,3021.0065,93,0.0900000035762787,0.0299999993294477,4695225,6.29,2,0,0.0900000035762787,0.0199999995529652,2016-10-09 12:07:20+03,2016-10-24 15:00:42.845+03,True
10838400,192,10005,10005,-11,5956.3441,3021.0059,91,0.0599999986588955,0.0199999995529652,4695226,1.48,1,0.0299999993294477,-0.0500000007450581,0,2016-10-09 12:07:21+03,2016-10-24 15:00:42.845+03,True
10838401,0,10005,10005,-11,5956.3441,3021.0059,93,0.109999999403954,0.0199999995529652,4695227,0.37,0,-0.0399999991059303,0.109999999403954,-0.0199999995529652,2016-10-09 12:07:22+03,2016-10-24 15:00:42.845+03,True
10838402,264,10005,10005,-11,5956.3441,3021.0059,95,0.159999996423721,0.0599999986588955,4695228,1.48,0,0.0500000007450581,-0.150000005960464,-0.0199999995529652,2016-10-09 12:07:23+03,2016-10-24 15:00:42.845+03,True
10838403,270,10005,10005,-11,5956.3441,3021.0059,99,0.119999997317791,0.0299999993294477,4695229,4.625,1,-0.0299999993294477,0.119999997317791,0,2016-10-09 12:07:24+03,2016-10-24 15:00:42.845+03,True
10838404,0,10005,10005,-11,5956.3443,3021.0044,98,0.0599999986588955,0.0299999993294477,4695230,0.185,1,-0.0299999993294477,0.0399999991059303,-0.0199999995529652,2016-10-09 12:07:40+03,2016-10-24 15:00:42.845+03,True
10838405,0,10005,10005,-11,5956.3443,3021.0044,96,0.140000000596046,0.0299999993294477,4695231,0,-1,-0.119999997317791,0,0.0700000002980232,2016-10-09 12:07:41+03,2016-10-24 15:00:42.845+03,True
10838406,249,10005,10005,-11,5956.3443,3021.0044,100,0.0900000035762787,0.0199999995529652,4695232,2.775,-2,0.0199999995529652,-0.0700000002980232,-0.0500000007450581,2016-10-09 12:07:43+03,2016-10-24 15:00:42.845+03,True
10838407,262,10005,10005,-11,5956.3443,3021.0044,102,0.0799999982118607,0.0199999995529652,4695233,4.07,-3,0.0700000002980232,-0.0199999995529652,0.0299999993294477,2016-10-09 12:07:43+03,2016-10-24 15:00:42.845+03,True
10838408,267,10005,10005,-10,5956.3442,3020.9995,103,0.159999996423721,0.0199999995529652,4695234,10.36,-2,0.159999996423721,0,0,2016-10-09 12:07:44+03,2016-10-24 15:00:42.845+03,True
10838409,276,10005,10005,-10,5956.345,3020.9942,102,0.100000001490116,0.0500000007450581,4695235,12.95,1,0.0299999993294477,-0.0900000035762787,0,2016-10-09 12:07:46+03,2016-10-24 15:00:42.845+03,True
10838410,278,10005,10005,-10,5956.3456,3020.9893,101,0.0799999982118607,0.0399999991059303,4695236,13.505,1,-0.0399999991059303,0.0700000002980232,0.00999999977648258,2016-10-09 12:07:46+03,2016-10-24 15:00:42.845+03,True
10838411,271,10005,10005,-9,5956.3457,3020.9826,100,0.159999996423721,0.0399999991059303,4695237,6.66,0,0.00999999977648258,0.0799999982118607,-0.140000000596046,2016-10-09 12:07:48+03,2016-10-24 15:00:42.845+03,True
10838412,251,10005,10005,-9,5956.3452,3020.9802,97,0.109999999403954,0.0500000007450581,4695238,6.105,-2,0.0199999995529652,-0.100000001490116,-0.00999999977648258,2016-10-09 12:07:50+03,2016-10-24 15:00:42.845+03,True
10838413,265,10005,10005,-8,5956.3445,3020.9768,99,0.200000002980232,0.0299999993294477,4695239,8.88,-2,0.100000001490116,0.119999997317791,-0.119999997317791,2016-10-09 12:07:51+03,2016-10-24 15:00:42.845+03,True
10838414,278,10005,10005,-8,5956.3449,3020.9719,104,0.0799999982118607,0.0299999993294477,4695240,17.0015,2,-0.00999999977648258,-0.0199999995529652,-0.0799999982118607,2016-10-09 12:07:52+03,2016-10-24 15:00:45.964+03,True
10838415,277,10005,10005,-8,5956.3456,3020.9551,106,0.100000001490116,0.0500000007450581,4695241,30.155,2,0.0299999993294477,0.0900000035762787,0.0399999991059303,2016-10-09 12:07:54+03,2016-10-24 15:00:45.964+03,True
10838416,273,10005,10005,-8,5956.3465,3020.9402,106,0.109999999403954,0.0500000007450581,4695242,20.535,3,0.0399999991059303,0.0399999991059303,0.0900000035762787,2016-10-09 12:07:55+03,2016-10-24 15:00:45.964+03,True
10838417,263,10005,10005,-8,5956.3462,3020.9366,95,0.119999997317791,0.0399999991059303,4695243,12.025,0,0.00999999977648258,-0.100000001490116,-0.0599999986588955,2016-10-09 12:07:56+03,2016-10-24 15:00:45.964+03,True
10838418,249,10005,10005,-8,5956.3459,3020.9352,93,0.100000001490116,0.0399999991059303,4695244,4.2365,0,0.0399999991059303,-0.0900000035762787,0,2016-10-09 12:07:58+03,2016-10-24 15:00:45.964+03,True
10838419,210,10005,10005,-8,5956.3456,3020.9349,92,0.0900000035762787,0.0399999991059303,4695245,0.74,0,0,-0.0900000035762787,0.0199999995529652,2016-10-09 12:07:59+03,2016-10-24 15:00:45.964+03,True
10838420,0,10005,10005,-8,5956.3456,3020.9349,94,0.0900000035762787,0.0399999991059303,4695246,0.37,-1,0.0299999993294477,-0.0900000035762787,0.0199999995529652,2016-10-09 12:08:00+03,2016-10-24 15:00:45.964+03,True
10838421,0,10005,10005,-8,5956.3456,3020.9349,95,0.119999997317791,0.0299999993294477,4695247,0.37,-1,-0.0199999995529652,0.109999999403954,0,2016-10-09 12:08:01+03,2016-10-24 15:00:45.964+03,True
10838422,91,10005,10005,-8,5956.3456,3020.9349,96,0.0500000007450581,0.0199999995529652,4695248,0.555,-1,-0.0500000007450581,0,0,2016-10-09 12:08:02+03,2016-10-24 15:00:45.964+03,True
